time(s),flow(L/m)
3.142,23.2352
3.144,23.2033
3.146,23.1715
3.148,23.1396
3.15,23.1078
3.152,23.0759
3.154,23.0441
3.156,23.0122
3.158,22.9804
3.16,22.9485
3.162,22.9167
3.164,22.8848
3.166,22.853
3.168,22.8211
3.17,22.7893
3.172,22.7574
3.174,22.7256
3.176,22.6937
3.178,22.6619
3.18,22.63
3.182,22.5982
3.184,22.5663
3.186,22.5345
3.188,22.5026
3.19,22.4708
3.192,22.4389
3.194,22.4071
3.196,22.3752
3.198,22.3434
3.2,22.3115
3.202,22.2779
3.204,22.2443
3.206,22.2108
3.208,22.1772
3.21,22.1436
3.212,22.11
3.214,22.0764
3.216,22.0428
3.218,22.0092
3.22,21.9756
3.222,21.942
3.224,21.9084
3.226,21.8748
3.228,21.8412
3.23,21.8077
3.232,21.7741
3.234,21.7405
3.236,21.7069
3.238,21.6733
3.24,21.6397
3.242,21.6061
3.244,21.5725
3.246,21.5389
3.248,21.5053
3.25,21.4717
3.252,21.4381
3.254,21.4045
3.256,21.371
3.258,21.3374
3.26,21.3038
3.262,21.2702
3.264,21.2366
3.266,21.203
3.268,21.1694
3.27,21.1358
3.272,21.1022
3.274,21.0686
3.276,21.035
3.278,21.0014
3.28,20.9679
3.282,20.9343
3.284,20.9007
3.286,20.8671
3.288,20.8335
3.29,20.7999
3.292,20.7663
3.294,20.7327
3.296,20.6991
3.298,20.6655
3.3,20.6319
3.302,20.5983
3.304,20.5647
3.306,20.5312
3.308,20.4976
3.31,20.464
3.312,20.4304
3.314,20.3968
3.316,20.3632
3.318,20.3296
3.32,20.296
3.322,20.2624
3.324,20.2288
3.326,20.1952
3.328,20.1616
3.33,20.1281
3.332,20.0945
3.334,20.0609
3.336,20.0273
3.338,19.9937
3.34,19.9601
3.342,19.9265
3.344,19.8929
3.346,19.8593
3.348,19.8257
3.35,19.7921
3.352,19.7585
3.354,19.7249
3.356,19.6914
3.358,19.6578
3.36,19.6242
3.362,19.5906
3.364,19.557
3.366,19.5234
3.368,19.4898
3.37,19.4562
3.372,19.4226
3.374,19.389
3.376,19.3554
3.378,19.3218
3.38,19.2883
3.382,19.2547
3.384,19.2211
3.386,19.1875
3.388,19.1539
3.39,19.1203
3.392,19.0867
3.394,19.0531
3.396,19.0195
3.398,18.9859
3.4,18.9523
3.402,18.9178
3.404,18.8832
3.406,18.8487
3.408,18.8142
3.41,18.7796
3.412,18.7451
3.414,18.7105
3.416,18.676
3.418,18.6414
3.42,18.6069
3.422,18.5723
3.424,18.5378
3.426,18.5032
3.428,18.4687
3.43,18.4342
3.432,18.3996
3.434,18.3651
3.436,18.3305
3.438,18.296
3.44,18.2614
3.442,18.2269
3.444,18.1923
3.446,18.1578
3.448,18.1233
3.45,18.0887
3.452,18.0542
3.454,18.0196
3.456,17.9851
3.458,17.9505
3.46,17.916
3.462,17.8814
3.464,17.8469
3.466,17.8124
3.468,17.7778
3.47,17.7433
3.472,17.7087
3.474,17.6742
3.476,17.6396
3.478,17.6051
3.48,17.5705
3.482,17.536
3.484,17.5014
3.486,17.4669
3.488,17.4324
3.49,17.3978
3.492,17.3633
3.494,17.3287
3.496,17.2942
3.498,17.2596
3.5,17.2251
3.502,17.1905
3.504,17.156
3.506,17.1215
3.508,17.0869
3.51,17.0524
3.512,17.0178
3.514,16.9833
3.516,16.9487
3.518,16.9142
3.52,16.8796
3.522,16.8451
3.524,16.8105
3.526,16.776
3.528,16.7415
3.53,16.7069
3.532,16.6724
3.534,16.6378
3.536,16.6033
3.538,16.5687
3.54,16.5342
3.542,16.4996
3.544,16.4651
3.546,16.4306
3.548,16.396
3.55,16.3615
3.552,16.3269
3.554,16.2924
3.556,16.2578
3.558,16.2233
3.56,16.1887
3.562,16.1542
3.564,16.1197
3.566,16.0851
3.568,16.0506
3.57,16.016
3.572,15.9815
3.574,15.9469
3.576,15.9124
3.578,15.8778
3.58,15.8433
3.582,15.8087
3.584,15.7742
3.586,15.7397
3.588,15.7051
3.59,15.6706
3.592,15.636
3.594,15.6015
3.596,15.5669
3.598,15.5324
3.6,15.4978
3.602,15.4634
3.604,15.429
3.606,15.3945
3.608,15.3601
3.61,15.3257
3.612,15.2912
3.614,15.2568
3.616,15.2224
3.618,15.1879
3.62,15.1535
3.622,15.1191
3.624,15.0846
3.626,15.0502
3.628,15.0157
3.63,14.9813
3.632,14.9469
3.634,14.9124
3.636,14.878
3.638,14.8436
3.64,14.8091
3.642,14.7747
3.644,14.7403
3.646,14.7058
3.648,14.6714
3.65,14.637
3.652,14.6025
3.654,14.5681
3.656,14.5336
3.658,14.4992
3.66,14.4648
3.662,14.4303
3.664,14.3959
3.666,14.3615
3.668,14.327
3.67,14.2926
3.672,14.2582
3.674,14.2237
3.676,14.1893
3.678,14.1549
3.68,14.1204
3.682,14.086
3.684,14.0515
3.686,14.0171
3.688,13.9827
3.69,13.9482
3.692,13.9138
3.694,13.8794
3.696,13.8449
3.698,13.8105
3.7,13.7761
3.702,13.7416
3.704,13.7072
3.706,13.6728
3.708,13.6383
3.71,13.6039
3.712,13.5695
3.714,13.535
3.716,13.5006
3.718,13.4661
3.72,13.4317
3.722,13.3973
3.724,13.3628
3.726,13.3284
3.728,13.294
3.73,13.2595
3.732,13.2251
3.734,13.1907
3.736,13.1562
3.738,13.1218
3.74,13.0874
3.742,13.0529
3.744,13.0185
3.746,12.984
3.748,12.9496
3.75,12.9152
3.752,12.8807
3.754,12.8463
3.756,12.8119
3.758,12.7774
3.76,12.743
3.762,12.7086
3.764,12.6741
3.766,12.6397
3.768,12.6053
3.77,12.5708
3.772,12.5364
3.774,12.5019
3.776,12.4675
3.778,12.4331
3.78,12.3986
3.782,12.3642
3.784,12.3298
3.786,12.2953
3.788,12.2609
3.79,12.2265
3.792,12.192
3.794,12.1576
3.796,12.1232
3.798,12.0887
3.8,12.0543
3.802,12.0213
3.804,11.9883
3.806,11.9554
3.808,11.9224
3.81,11.8894
3.812,11.8565
3.814,11.8235
3.816,11.7905
3.818,11.7576
3.82,11.7246
3.822,11.6916
3.824,11.6587
3.826,11.6257
3.828,11.5927
3.83,11.5597
3.832,11.5268
3.834,11.4938
3.836,11.4608
3.838,11.4279
3.84,11.3949
3.842,11.3619
3.844,11.329
3.846,11.296
3.848,11.263
3.85,11.23
3.852,11.1971
3.854,11.1641
3.856,11.1311
3.858,11.0982
3.86,11.0652
3.862,11.0322
3.864,10.9993
3.866,10.9663
3.868,10.9333
3.87,10.9003
3.872,10.8674
3.874,10.8344
3.876,10.8014
3.878,10.7685
3.88,10.7355
3.882,10.7025
3.884,10.6696
3.886,10.6366
3.888,10.6036
3.89,10.5707
3.892,10.5377
3.894,10.5047
3.896,10.4717
3.898,10.4388
3.9,10.4058
3.902,10.3728
3.904,10.3399
3.906,10.3069
3.908,10.2739
3.91,10.241
3.912,10.208
3.914,10.175
3.916,10.142
3.918,10.1091
3.92,10.0761
3.922,10.0431
3.924,10.0102
3.926,9.9772
3.928,9.94423
3.93,9.91126
3.932,9.87829
3.934,9.84532
3.936,9.81235
3.938,9.77938
3.94,9.74641
3.942,9.71344
3.944,9.68047
3.946,9.6475
3.948,9.61453
3.95,9.58156
3.952,9.54859
3.954,9.51562
3.956,9.48265
3.958,9.44968
3.96,9.41671
3.962,9.38374
3.964,9.35077
3.966,9.3178
3.968,9.28483
3.97,9.25186
3.972,9.21889
3.974,9.18592
3.976,9.15295
3.978,9.11999
3.98,9.08702
3.982,9.05405
3.984,9.02108
3.986,8.98811
3.988,8.95514
3.99,8.92217
3.992,8.8892
3.994,8.85623
3.996,8.82326
3.998,8.79029
4,8.75732
4.002,8.72743
4.004,8.69754
4.006,8.66766
4.008,8.63777
4.01,8.60788
4.012,8.57799
4.014,8.54811
4.016,8.51822
4.018,8.48833
4.02,8.45844
4.022,8.42856
4.024,8.39867
4.026,8.36878
4.028,8.3389
4.03,8.30901
4.032,8.27912
4.034,8.24923
4.036,8.21935
4.038,8.18946
4.04,8.15957
4.042,8.12968
4.044,8.0998
4.046,8.06991
4.048,8.04002
4.05,8.01013
4.052,7.98025
4.054,7.95036
4.056,7.92047
4.058,7.89058
4.06,7.8607
4.062,7.83081
4.064,7.80092
4.066,7.77104
4.068,7.74115
4.07,7.71126
4.072,7.68137
4.074,7.65149
4.076,7.6216
4.078,7.59171
4.08,7.56182
4.082,7.53194
4.084,7.50205
4.086,7.47216
4.088,7.44227
4.09,7.41239
4.092,7.3825
4.094,7.35261
4.096,7.32273
4.098,7.29284
4.1,7.26295
4.102,7.23306
4.104,7.20318
4.106,7.17329
4.108,7.1434
4.11,7.11351
4.112,7.08363
4.114,7.05374
4.116,7.02385
4.118,6.99396
4.12,6.96408
4.122,6.93419
4.124,6.9043
4.126,6.87441
4.128,6.84453
4.13,6.81464
4.132,6.78475
4.134,6.75487
4.136,6.72498
4.138,6.69509
4.14,6.6652
4.142,6.63532
4.144,6.60543
4.146,6.57554
4.148,6.54565
4.15,6.51577
4.152,6.48588
4.154,6.45599
4.156,6.4261
4.158,6.39622
4.16,6.36633
4.162,6.33644
4.164,6.30655
4.166,6.27667
4.168,6.24678
4.17,6.21689
4.172,6.18701
4.174,6.15712
4.176,6.12723
4.178,6.09734
4.18,6.06746
4.182,6.03757
4.184,6.00768
4.186,5.97779
4.188,5.94791
4.19,5.91802
4.192,5.88813
4.194,5.85824
4.196,5.82836
4.198,5.79847
4.2,5.76858
4.202,5.74353
4.204,5.71848
4.206,5.69343
4.208,5.66837
4.21,5.64332
4.212,5.61827
4.214,5.59322
4.216,5.56816
4.218,5.54311
4.22,5.51806
4.222,5.49301
4.224,5.46796
4.226,5.4429
4.228,5.41785
4.23,5.3928
4.232,5.36775
4.234,5.3427
4.236,5.31764
4.238,5.29259
4.24,5.26754
4.242,5.24249
4.244,5.21743
4.246,5.19238
4.248,5.16733
4.25,5.14228
4.252,5.11723
4.254,5.09217
4.256,5.06712
4.258,5.04207
4.26,5.01702
4.262,4.99196
4.264,4.96691
4.266,4.94186
4.268,4.91681
4.27,4.89176
4.272,4.8667
4.274,4.84165
4.276,4.8166
4.278,4.79155
4.28,4.76649
4.282,4.74144
4.284,4.71639
4.286,4.69134
4.288,4.66629
4.29,4.64123
4.292,4.61618
4.294,4.59113
4.296,4.56608
4.298,4.54103
4.3,4.51597
4.302,4.49092
4.304,4.46587
4.306,4.44082
4.308,4.41576
4.31,4.39071
4.312,4.36566
4.314,4.34061
4.316,4.31556
4.318,4.2905
4.32,4.26545
4.322,4.2404
4.324,4.21535
4.326,4.19029
4.328,4.16524
4.33,4.14019
4.332,4.11514
4.334,4.09009
4.336,4.06503
4.338,4.03998
4.34,4.01493
4.342,3.98988
4.344,3.96483
4.346,3.93977
4.348,3.91472
4.35,3.88967
4.352,3.86462
4.354,3.83956
4.356,3.81451
4.358,3.78946
4.36,3.76441
4.362,3.73936
4.364,3.7143
4.366,3.68925
4.368,3.6642
4.37,3.63915
4.372,3.61409
4.374,3.58904
4.376,3.56399
4.378,3.53894
4.38,3.51389
4.382,3.48883
4.384,3.46378
4.386,3.43873
4.388,3.41368
4.39,3.38863
4.392,3.36357
4.394,3.33852
4.396,3.31347
4.398,3.28842
4.4,3.26336
4.402,3.2448
4.404,3.22623
4.406,3.20767
4.408,3.1891
4.41,3.17053
4.412,3.15197
4.414,3.1334
4.416,3.11483
4.418,3.09627
4.42,3.0777
4.422,3.05913
4.424,3.04057
4.426,3.022
4.428,3.00344
4.43,2.98487
4.432,2.9663
4.434,2.94774
4.436,2.92917
4.438,2.9106
4.44,2.89204
4.442,2.87347
4.444,2.8549
4.446,2.83634
4.448,2.81777
4.45,2.79921
4.452,2.78064
4.454,2.76207
4.456,2.74351
4.458,2.72494
4.46,2.70637
4.462,2.68781
4.464,2.66924
4.466,2.65067
4.468,2.63211
4.47,2.61354
4.472,2.59498
4.474,2.57641
4.476,2.55784
4.478,2.53928
4.48,2.52071
4.482,2.50214
4.484,2.48358
4.486,2.46501
4.488,2.44644
4.49,2.42788
4.492,2.40931
4.494,2.39075
4.496,2.37218
4.498,2.35361
4.5,2.33505
4.502,2.31648
4.504,2.29791
4.506,2.27935
4.508,2.26078
4.51,2.24221
4.512,2.22365
4.514,2.20508
4.516,2.18652
4.518,2.16795
4.52,2.14938
4.522,2.13082
4.524,2.11225
4.526,2.09368
4.528,2.07512
4.53,2.05655
4.532,2.03798
4.534,2.01942
4.536,2.00085
4.538,1.98229
4.54,1.96372
4.542,1.94515
4.544,1.92659
4.546,1.90802
4.548,1.88945
4.55,1.87089
4.552,1.85232
4.554,1.83375
4.556,1.81519
4.558,1.79662
4.56,1.77806
4.562,1.75949
4.564,1.74092
4.566,1.72236
4.568,1.70379
4.57,1.68522
4.572,1.66666
4.574,1.64809
4.576,1.62953
4.578,1.61096
4.58,1.59239
4.582,1.57383
4.584,1.55526
4.586,1.53669
4.588,1.51813
4.59,1.49956
4.592,1.48099
4.594,1.46243
4.596,1.44386
4.598,1.4253
4.6,1.40673
4.602,1.39583
4.604,1.38493
4.606,1.37403
4.608,1.36312
4.61,1.35222
4.612,1.34132
4.614,1.33042
4.616,1.31952
4.618,1.30862
4.62,1.29772
4.622,1.28682
4.624,1.27591
4.626,1.26501
4.628,1.25411
4.63,1.24321
4.632,1.23231
4.634,1.22141
4.636,1.21051
4.638,1.19961
4.64,1.1887
4.642,1.1778
4.644,1.1669
4.646,1.156
4.648,1.1451
4.65,1.1342
4.652,1.1233
4.654,1.1124
4.656,1.10149
4.658,1.09059
4.66,1.07969
4.662,1.06879
4.664,1.05789
4.666,1.04699
4.668,1.03609
4.67,1.02519
4.672,1.01428
4.674,1.00338
4.676,0.992482
4.678,0.98158
4.68,0.970679
4.682,0.959778
4.684,0.948877
4.686,0.937975
4.688,0.927074
4.69,0.916173
4.692,0.905272
4.694,0.894371
4.696,0.883469
4.698,0.872568
4.7,0.861667
4.702,0.850766
4.704,0.839864
4.706,0.828963
4.708,0.818062
4.71,0.807161
4.712,0.796259
4.714,0.785358
4.716,0.774457
4.718,0.763556
4.72,0.752654
4.722,0.741753
4.724,0.730852
4.726,0.719951
4.728,0.709049
4.73,0.698148
4.732,0.687247
4.734,0.676346
4.736,0.665445
4.738,0.654543
4.74,0.643642
4.742,0.632741
4.744,0.62184
4.746,0.610938
4.748,0.600037
4.75,0.589136
4.752,0.578235
4.754,0.567333
4.756,0.556432
4.758,0.545531
4.76,0.53463
4.762,0.523728
4.764,0.512827
4.766,0.501926
4.768,0.491025
4.77,0.480123
4.772,0.469222
4.774,0.458321
4.776,0.44742
4.778,0.436519
4.78,0.425617
4.782,0.414716
4.784,0.403815
4.786,0.392914
4.788,0.382012
4.79,0.371111
4.792,0.36021
4.794,0.349309
4.796,0.338407
4.798,0.327506
4.8,0.316605
4.802,0.316605
4.804,0.316605
4.806,0.316605
4.808,0.316605
4.81,0.316605
4.812,0.316605
4.814,0.316605
4.816,0.316605
4.818,0.316605
4.82,0.316605
4.822,0.316605
4.824,0.316605
4.826,0.316605
4.828,0.316605
4.83,0.316605
4.832,0.316605
4.834,0.316605
4.836,0.316605
4.838,0.316605
4.84,0.316605
4.842,0.316605
4.844,0.316605
4.846,0.316605
4.848,0.316605
4.85,0.316605
4.852,0.316605
4.854,0.316605
4.856,0.316605
4.858,0.316605
4.86,0.316605
4.862,0.316605
4.864,0.316605
4.866,0.316605
4.868,0.316605
4.87,0.316605
4.872,0.316605
4.874,0.316605
4.876,0.316605
4.878,0.316605
4.88,0.316605
4.882,0.316605
4.884,0.316605
4.886,0.316605
4.888,0.316605
4.89,0.316605
4.892,0.316605
4.894,0.316605
4.896,0.316605
4.898,0.316605
4.9,0.316605
4.902,0.316605
4.904,0.316605
4.906,0.316605
4.908,0.316605
4.91,0.316605
4.912,0.316605
4.914,0.316605
4.916,0.316605
4.918,0.316605
4.92,0.316605
4.922,0.316605
4.924,0.316605
4.926,0.316605
4.928,0.316605
4.93,0.316605
4.932,0.316605
4.934,0.316605
4.936,0.316605
4.938,0.316605
4.94,0.316605
4.942,0.316605
4.944,0.316605
4.946,0.316605
4.948,0.316605
4.95,0.316605
4.952,0.316605
4.954,0.316605
4.956,0.316605
4.958,0.316605
4.96,0.316605
4.962,0.316605
4.964,0.316605
4.966,0.316605
4.968,0.316605
4.97,0.316605
4.972,0.316605
4.974,0.316605
4.976,0.316605
4.978,0.316605
4.98,0.316605
4.982,0.316605
4.984,0.316605
4.986,0.316605
4.988,0.316605
4.99,0.316605
4.992,0.316605
4.994,0.316605
4.996,0.316605
4.998,0.316605
